country,id,name,level
AD,AD-07,Andorra la Vella,parish
AD,AD-02,Canillo,parish
AD,AD-03,Encamp,parish
AD,AD-08,Escaldes-Engordany,parish
AD,AD-04,La Massana,parish
AD,AD-05,Ordino,parish
AD,AD-06,Sant Julià de Lòria,parish
AT,AT-1,Burgenland,state
AT,AT-3,Niederösterreich,state
AT,AT-5,Salzburg,state
AT,AT-6,Steiermark,state
AT,AT-7,Tirol,state
AT,AT-4,Oberösterreich,state
AT,AT-9,Wien,state
AT,AT-8,Vorarlberg,state
BY,BY-HM,Minsk,city
BE,BE-VAN,Antwerpen,province
BE,BE-BRU,Brussel,capital region
BE,BE-VOV,Øst-Flandern,province
BE,BE-VBR,Flamsk Brabant,province
BE,BE-VLI,Limburg,province
BE,BE-WLG,Liège,province
BE,BE-WLX,Luxembourg,province
BE,BE-WAL,Vallonia,region
BE,BE-WBR,Vallonsk Brabant,province
BE,BE-VWV,Vest-Flandern,province
CA,CA-AB,Alberta,province
CA,CA-BC,Britisk Columbia,province
CA,CA-MB,Manitoba,province
CA,CA-NB,New Brunswick,province
CA,CA-NL,Newfoundland og Labrador,province
CA,CA-NT,Nordvestterritoriene,territory
CA,CA-NS,Nova Scotia,province
CA,CA-NU,Nunavut,territory
CA,CA-ON,Ontario,province
CA,CA-PE,Prince Edward Island,province
CA,CA-QC,Québec,province
CA,CA-SK,Saskatchewan,province
CA,CA-YT,Yukon,territory
CL,CL-AN,Antofagasta,region
CL,CL-AP,Arica y Parinacota,region
CL,CL-AT,Atacamaørkenen,region
CL,CL-AI,Aisén,region
CL,CL-CO,Coquimbo,region
CL,CL-RM,Región Metropolitana de Santiago,region
CL,CL-VS,Valparaíso,region
DK,DK-070,Aarhus,county
DK,DK-040,Bornholm,county
DK,DK-82,Region Midtjylland,region
DK,DK-015,København,county
DK,DK-042,Fyn,county
DK,DK-83,Region Syddanmark,region
DK,DK-055,Ribe,county
DK,DK-065,Ringkøbing,county
DK,DK-025,Roskilde,county
DK,DK-050,Sønderjylland,county
DK,DK-035,Storstrøms amt,county
DK,DK-060,Vejle,county
DK,DK-030,Vestsjællands amt,county
DK,DK-85,Zeeland,region
EE,EE-37,Harju fylke,county
EE,EE-39,Hiiumaa,county
EE,EE-44,Ida-Viru fylke,county
EE,EE-51,Järva fylke,county
EE,EE-49,Jõgeva fylke,county
EE,EE-59,Lääne-Viru fylke,county
EE,EE-57,Lääne fylke,county
EE,EE-67,Pärnu fylke,county
EE,EE-65,Põlva fylke,county
EE,EE-70,Rapla fylke,county
EE,EE-74,Saaremaa,county
EE,EE-78,Tartu fylke,county
EE,EE-82,Valga fylke,county
EE,EE-84,Viljandi fylke,county
EE,EE-86,Võru fylke,county
FR,FR-01,Ain,metropolitan department
FR,FR-02,Aisne,metropolitan department
FR,FR-03,Allier,metropolitan department
FR,FR-06,Alpes-Maritimes,metropolitan department
FR,FR-04,Alpes-de-Haute-Provence,metropolitan department
FR,FR-A,Alsace,metropolitan regions
FR,FR-B,Aquitaine,metropolitan regions
FR,FR-08,Ardennene,metropolitan department
FR,FR-07,Ardèche,metropolitan department
FR,FR-09,Ariège,metropolitan department
FR,FR-10,Aube,metropolitan department
FR,FR-11,Aude,metropolitan department
FR,FR-12,Aveyron,metropolitan department
FR,FR-67,Bas-Rhin,metropolitan department
FR,FR-13,Bouches-du-Rhône,metropolitan department
FR,FR-E,Bretagne,metropolitan regions
FR,FR-14,Calvados,metropolitan department
FR,FR-15,Cantal,metropolitan department
FR,FR-F,Senter,metropolitan regions
FR,FR-G,Champagne-Ardenne,metropolitan regions
FR,FR-16,Charente,metropolitan department
FR,FR-17,Charente-Maritime,metropolitan department
FR,FR-18,Cher,metropolitan department
FR,FR-CP,Clipperton,dependency
FR,FR-19,Corrèze,metropolitan department
FR,FR-2A,Corse-du-Sud,metropolitan department
FR,FR-H,Korsika,metropolitan regions
FR,FR-23,Creuse,metropolitan department
FR,FR-79,Deux-Sèvres,metropolitan department
FR,FR-24,Dordogne,metropolitan department
FR,FR-25,Doubs,metropolitan department
FR,FR-26,Drôme,metropolitan department
FR,FR-91,Essonne,metropolitan department
FR,FR-27,Eure,metropolitan department
FR,FR-28,Eure-et-Loir,metropolitan department
FR,FR-29,Finistère,metropolitan department
FR,FR-I,Franche-Comté,metropolitan regions
FR,FR-30,Gard,metropolitan department
FR,FR-32,Gers,metropolitan department
FR,FR-33,Gironde,metropolitan department
FR,FR-GP,Guadeloupe,overseas regions
FR,FR-68,Haut-Rhin,metropolitan department
FR,FR-2B,Haute-Corse,metropolitan department
FR,FR-31,Haute-Garonne,metropolitan department
FR,FR-P,Basse-Normandie,metropolitan regions
FR,FR-GF,Fransk Guyana,overseas regions
FR,FR-43,Haute-Loire,metropolitan department
FR,FR-52,Haute-Marne,metropolitan department
FR,FR-74,Haute-Savoie,metropolitan department
FR,FR-70,Haute-Saône,metropolitan department
FR,FR-87,Haute-Vienne,metropolitan department
FR,FR-05,Hautes-Alpes,metropolitan department
FR,FR-65,Hautes-Pyrénées,metropolitan department
FR,FR-92,Hauts-de-Seine,metropolitan department
FR,FR-34,Hérault,metropolitan department
FR,FR-35,Ille-et-Vilaine,metropolitan department
FR,FR-36,Indre,metropolitan department
FR,FR-37,Indre-et-Loire,metropolitan department
FR,FR-38,Isère,metropolitan department
FR,FR-39,Jura,metropolitan department
FR,FR-K,Languedoc-Roussillon,metropolitan regions
FR,FR-41,Loir-et-Cher,metropolitan department
FR,FR-42,Loire,metropolitan department
FR,FR-44,Loire-Atlantique,metropolitan department
FR,FR-45,Loiret,metropolitan department
FR,FR-M,Lorraine,metropolitan regions
FR,FR-46,LOT,metropolitan department
FR,FR-47,Lot-et-Garonne,metropolitan department
FR,FR-48,Lozère,metropolitan department
FR,FR-49,Maine-et-Loire,metropolitan department
FR,FR-50,Manche,metropolitan department
FR,FR-51,Marne,metropolitan department
FR,FR-MQ,Martinique,overseas regions
FR,FR-53,Mayenne,metropolitan department
FR,FR-YT,Mayotte,territorial collectivity
FR,FR-54,Meurthe-et-Moselle,metropolitan department
FR,FR-55,Meuse,metropolitan department
FR,FR-N,Midi-Pyrénées,metropolitan regions
FR,FR-56,Morbihan,metropolitan department
FR,FR-57,Moselle,metropolitan department
FR,FR-58,Nièvre,metropolitan department
FR,FR-59,Nord,metropolitan department
FR,FR-O,Nord-Pas-de-Calais,metropolitan regions
FR,FR-60,Oise,metropolitan department
FR,FR-61,Orne,metropolitan department
FR,FR-75,Paris,metropolitan department
FR,FR-62,Pas-de-Calais,metropolitan department
FR,FR-R,Pays de la Loire,metropolitan regions
FR,FR-S,Picardie,metropolitan regions
FR,FR-T,Poitou-Charentes,metropolitan regions
FR,FR-Q,Haute-Normandie,metropolitan regions
FR,FR-PF,Fransk Polynesia,overseas territory
FR,FR-NC,Ny-Caledonia,overseas territory
FR,FR-RE,Réunion,overseas regions
FR,FR-63,Puy-de-Dôme,metropolitan department
FR,FR-64,Pyrénées-Atlantiques,metropolitan department
FR,FR-66,Pyrénées-Orientales,metropolitan department
FR,FR-69,Rhône,metropolitan department
FR,FR-V,Rhône-Alpes,metropolitan regions
FR,FR-72,Sarthe,metropolitan department
FR,FR-73,Savoie,metropolitan department
FR,FR-71,Saône-et-Loire,metropolitan department
FR,FR-76,Seine-Maritime,metropolitan department
