country,id,name,level
IT,IT-MI,Mailand,province
IT,IT-PA,Palermo,province
IT,IT-PR,Parma,province
IT,IT-PG,Perugia,province
IT,IT-21,Piemont,region
IT,IT-PI,Pisa,province
IT,IT-88,Sardinien,region
IT,IT-82,Sizilien,region
IT,IT-TR,Terni,province
IT,IT-TO,Turin,province
IT,IT-52,Toskana,region
IT,IT-UD,Udine,province
IT,IT-55,Umbrien,region
IT,IT-VA,Varese,province
IT,IT-34,Venetien,region
IT,IT-VE,Venedeg,province
LU,LU-D,Gemeng Dikrech,district
LU,LU-G,Gemeng Gréiwemaacher,district
LU,LU-L,Lëtzebuerg,district
NL,NL-AW,Aruba,country
NL,NL-BQ1,Bonaire,special municipality
NL,NL-CW,Curaçao,country
NL,NL-DR,Provënz Drenthe,province
NL,NL-FL,Provënz Flevoland,province
NL,NL-FR,Provënz Friesland,province
NL,NL-GE,Provënz Gelderland,province
NL,NL-LI,Limburg,province
NL,NL-NB,Provënz Nordbrabant,province
NL,NL-NH,Provënz Nordholland,province
NL,NL-OV,Provënz Overijssel,province
NL,NL-ZH,Provënz Südholland,province
NL,NL-UT,Utrecht,province
NL,NL-ZE,Provënz Zeeland,province
NO,NO-22,Jan Mayen,
NO,NO-03,Oslo,county
PT,PT-08,Faro,district
PT,PT-11,Lissabon,district
PT,PT-13,Porto,district
RO,RO-B,Bukarest,city
RO,RO-SB,Sibiu,county
RS,RS-00,Belgrad,city
ES,ES-AB,Albacete,province
ES,ES-A,Alicante,province
ES,ES-AN,Andalusien,
ES,ES-AS,Asturien,autonomous community
ES,ES-IB,Balearesch Inselen,autonomous community
ES,ES-B,Barcelona,province
ES,ES-BU,Burgos,province
ES,ES-CA,Cádiz,province
ES,ES-S,Kantabrien,province
ES,ES-CM,Kastilien-La Mancha,autonomous community
ES,ES-CL,Kastilien-León,autonomous community
ES,ES-CT,Katalounien,autonomous community
ES,ES-CE,Ceuta,autonomous city
ES,ES-CU,Cuenca,province
ES,ES-CO,Córdoba,province
ES,ES-EX,Extremadura,autonomous community
ES,ES-SS,Guipúzcoa,province
ES,ES-GR,Granada,province
ES,ES-J,Jaén,province
ES,ES-GC,Las Palmas de Gran Canaria,province
ES,ES-LE,León,province
ES,ES-LU,Lugo,province
ES,ES-MD,Madrid,autonomous community
ES,ES-ML,Melilla,autonomous city
ES,ES-MC,Murcia,autonomous community
ES,ES-MA,Málaga,province
ES,ES-NC,Navarra,autonomous community
ES,ES-LO,Rioja,province
ES,ES-SA,Salamanca,province
ES,ES-SE,Sevilla,province
ES,ES-TO,Toledo,province
ES,ES-V,Valencia,province
ES,ES-VC,Autonom Gemeinschaft Valencia,autonomous community
ES,ES-VA,Valladolid,province
ES,ES-ZA,Zamora,province
ES,ES-Z,Saragossa,province
ES,ES-VI,Álava,province
CH,CH-BE,Bern,canton
CH,CH-FR,Fribourg,canton
CH,CH-JU,Jura,canton
CH,CH-NE,Neuchâtel,canton
CH,CH-OW,Kanton Obwalden,canton
CH,CH-UR,Uri,canton
CH,CH-VD,Kanton Vaud,canton
CH,CH-GE,Genf,canton
CH,CH-LU,Luzern,canton
CH,CH-ZH,Zürich,canton
UA,UA-30,Kiew,region
GB,GB-BAS,Bath an Nordost Somerset,unitary authority
GB,GB-BDF,Bedfordshire,unitary authority
GB,GB-BBD,Blackburn an Darwen,unitary authority
GB,GB-BPL,Blackpool,unitary authority
GB,GB-BMH,Bournemouth,unitary authority
GB,GB-BNH,Brighton an Hove,unitary authority
GB,GB-BST,Bristol,unitary authority
GB,GB-BKM,Buckinghamshire,two-tier county
GB,GB-CAM,Cambridgeshire,two-tier county
GB,GB-CHS,Cheshire,
GB,GB-CON,Cornwall,unitary authority
GB,GB-CMA,Cumbria,two-tier county
GB,GB-DAL,Darlington,unitary authority
GB,GB-DER,Derby,unitary authority
GB,GB-DBY,Derbyshire,two-tier county
GB,GB-DEV,Devon,two-tier county
GB,GB-DOR,Grofschaft Dorset,two-tier county
GB,GB-ERY,Ost Riding vu Yorkshire,unitary authority
GB,GB-ESX,Ost Sussex,two-tier county
GB,GB-EDH,Edinburgh,council area (scotland)
GB,GB-ESS,Grofschaft Essex,two-tier county
GB,GB-GLS,Gloucestershire,two-tier county
GB,GB-HAM,Hampshire,two-tier county
GB,GB-HPL,Hartlepool,unitary authority
GB,GB-HEF,Herefordshire,unitary authority
GB,GB-HRT,Hertfordshire,two-tier county
GB,GB-AGY,Anglesey,unitary authority (wales)
GB,GB-IOW,Insel Wight,unitary authority
GB,GB-KEN,Kent,two-tier county
GB,GB-KHL,Kingston-upon-Hull,unitary authority
GB,GB-LAN,Lancashire,two-tier county
GB,GB-LCE,Leicester,unitary authority
GB,GB-LEC,Leicestershire,two-tier county
GB,GB-LIN,Lincolnshire,two-tier county
GB,GB-LIV,Liverpool,metropolitan district
GB,GB-LUT,Luton,unitary authority
GB,GB-MDW,Medway,unitary authority
GB,GB-MDB,Middlesbrough,unitary authority
GB,GB-NFK,Norfolk,two-tier county
GB,GB-NEL,Nordost Lincolnshire,unitary authority
GB,GB-NLN,Nord Lincolnshire,unitary authority
GB,GB-NSM,Nord Somerset,unitary authority
GB,GB-NYK,Nord Yorkshire,two-tier county
GB,GB-NTH,Northamptonshire,two-tier county
GB,GB-NBL,Grofschaft Northumberland,unitary authority
GB,GB-NGM,Nottingham,unitary authority
GB,GB-NTT,Nottinghamshire,two-tier county
GB,GB-OXF,Oxfordshire,two-tier county
GB,GB-PTE,Peterborough,unitary authority
GB,GB-PLY,Plymouth,unitary authority
GB,GB-POL,Poole,unitary authority
GB,GB-POR,Portsmouth,unitary authority
GB,GB-RCC,Redcar a Cleveland,unitary authority
GB,GB-RUT,Rutland,unitary authority
GB,GB-SHR,Shropshire,unitary authority
GB,GB-SOM,Somerset,two-tier county
GB,GB-SGC,Süd Gloucestershire,unitary authority
GB,GB-STH,Southampton,unitary authority
GB,GB-SOS,Southend-on-Sea,unitary authority
GB,GB-STS,Staffordshire,two-tier county
GB,GB-STE,Stoke-on-Trent,unitary authority
GB,GB-SFK,Suffolk,two-tier county
GB,GB-SRY,Grofschaft Surrey,two-tier county
GB,ENG,England,country
GB,NIR,Nordirland,country
GB,SCT,Schottland,country
GB,GB-TFW,Telford a Wrekin,unitary authority
GB,GB-THR,Thurrock,unitary authority
GB,GB-TOB,Torbay,unitary authority
GB,WLS,Wales,country
GB,GB-WRT,Warrington,unitary authority
GB,GB-WAR,Warwickshire,two-tier county
GB,GB-WSX,West Sussex,two-tier county
GB,GB-WIL,Wiltshire,unitary authority
GB,GB-WOR,Worcestershire,two-tier county
GB,GB-YOR,York,unitary authority
US,US-AL,Alabama,state
US,US-AZ,Arizona,state
US,US-AR,Arkansas,state
US,US-CA,Kalifornien,state
US,US-CO,Colorado,state
US,US-CT,Connecticut,state
US,US-DE,Delaware,state
US,US-FL,Florida,state
US,US-GA,Georgien,state
US,US-GU,Guam,outlying area
US,US-HI,Hawaii,state
US,US-IL,Illinois,state
US,US-LA,Louisiana,state
US,US-MS,Mississippi,state
US,US-NH,New Hampshire,state
US,US-NM,New Mexico,state
US,US-NY,New York,state
US,US-OK,Oklahoma,state
US,US-PR,Puerto Rico,outlying area
US,US-TX,Texas,state
US,US-DC,Washington,district
US,US-VA,Virginia,state
US,US-WA,Washington,state
US,US-WI,Wisconsin,state
US,US-WY,Wyoming,state
MT,MT-41,Pietà,local council
MT,MT-56,Sliema,local council
MT,MT-60,Valletta,local council
MT,MT-64,Żabbar,local council
