id,name,level
GB-RCH,Rochdale,metropolitan district
GB-ROT,Rotherham,metropolitan district
GB-RUT,Rutland,unitary authority
GB-SAW,Sandwell,metropolitan district
GB-SCB,Scottish Borders,council area (scotland)
GB-SHF,Sheffield,metropolitan district
GB-ZET,Shetland,council area (scotland)
GB-SHR,Shropshire,unitary authority
GB-SLG,Slough,unitary authority
GB-SOL,Solihull,metropolitan district
GB-SOM,Somerset,two-tier county
GB-SAY,South Ayrshire,council area (scotland)
GB-SGC,Gloucestershire du Sud,unitary authority
GB-SLK,South Lanarkshire,council area (scotland)
GB-STY,South Tyneside,metropolitan district
GB-STH,Southampton,unitary authority
GB-SOS,Southend-on-Sea,unitary authority
GB-SWK,Southwark,borough
GB-SHN,Saint Helens,metropolitan district
GB-STS,Staffordshire,two-tier county
GB-STG,Stirling,council area (scotland)
GB-SKP,Stockport,metropolitan district
GB-STT,Stockton-on-Tees,unitary authority
GB-STE,Stoke-on-Trent,unitary authority
GB-STB,Strabane,district council area (northern ireland)
GB-SFK,Suffolk,two-tier county
GB-SND,Sunderland,metropolitan district
GB-SRY,Surrey,two-tier county
GB-STN,Sutton,borough
ENG,Angleterre,country
GB-TWH,District londonien de Tower Hamlets,borough
GB-WFT,District londonien de Waltham Forest,borough
NIR,Irlande du Nord,country
GB-WNM,Windsor and Maidenhead,unitary authority
SCT,Écosse,country
GB-SWA,Swansea,unitary authority (wales)
GB-SWD,Swindon,unitary authority
GB-TAM,Tameside,metropolitan district
GB-TFW,Telford et Wrekin,unitary authority
GB-THR,Thurrock,unitary authority
GB-TOB,Torbay,unitary authority
GB-TOF,Torfaen,unitary authority (wales)
GB-TRF,Trafford,metropolitan district
GB-VGL,Vale of Glamorgan,unitary authority (wales)
GB-WKF,Wakefield,metropolitan district
WLS,Pays de Galles,country
GB-WLL,Walsall,metropolitan district
GB-WND,Wandsworth,borough
GB-WRT,Warrington,unitary authority
GB-WAR,Warwickshire,two-tier county
GB-WBK,West Berkshire,unitary authority
GB-WDU,West Dunbartonshire,council area (scotland)
GB-WLN,West Lothian,council area (scotland)
GB-WSM,Westminster,borough
GB-WGN,Wigan,metropolitan district
GB-WIL,Wiltshire,unitary authority
GB-WRL,Wirral,metropolitan district
GB-WOK,Wokingham,unitary authority
GB-WLV,Wolverhampton,metropolitan district
GB-WOR,Worcestershire,two-tier county
GB-WRX,Wrexham,unitary authority (wales)
GB-YOR,York,unitary authority
