id,name,level
GB-STE,Stoke-on-Trent,unitary authority
GB-STB,Strabane,district council area (northern ireland)
GB-SFK,Suffolk,two-tier county
GB-SND,Sunderland,metropolitan district
GB-SRY,Surrey,two-tier county
GB-STN,Sutton,borough
ENG,England,country
GB-TWH,London Borough of Tower Hamlets,borough
GB-WFT,London Borough of Waltham Forest,borough
NIR,Nordirland,country
GB-WNM,Windsor and Maidenhead,unitary authority
SCT,Schottland,country
GB-SWA,Swansea,unitary authority (wales)
GB-SWD,Swindon,unitary authority
GB-TAM,Tameside,metropolitan district
GB-TFW,Telford and Wrekin,unitary authority
GB-THR,Thurrock,unitary authority
GB-TOB,Torbay,unitary authority
GB-TOF,Torfaen,unitary authority (wales)
GB-TRF,Trafford,metropolitan district
GB-VGL,Vale of Glamorgan,unitary authority (wales)
GB-WKF,Wakefield,metropolitan district
WLS,Wales,country
GB-WLL,Walsall,metropolitan district
GB-WRT,Warrington,unitary authority
GB-WAR,Warwickshire,two-tier county
GB-WBK,West Berkshire,unitary authority
GB-WDU,West Dunbartonshire,council area (scotland)
GB-WLN,West Lothian,council area (scotland)
GB-WSX,West Sussex,two-tier county
GB-WSM,Westminster,borough
GB-WGN,Wigan,metropolitan district
GB-WIL,Wiltshire,unitary authority
GB-WRL,Wirral,metropolitan district
GB-WOK,Wokingham,unitary authority
GB-WLV,Wolverhampton,metropolitan district
GB-WOR,Worcestershire,two-tier county
GB-WRX,Wrexham,unitary authority (wales)
GB-YOR,York,unitary authority
